,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
249,-65.73322,-81.18856,-72.23571,-97.15031,-71.31817,-80.95789,-62.11102,-67.14616,21.41802215576172,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.372736520854526,5.5727365208545265
250,-65.21114,-80.29682,-70.87248,-92.53285,-77.67908,-81.00294,-63.93891,-69.85458,21.503841161727905,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.395116988809765,5.595116988809766
251,-65.3056,-76.28906,-70.55141,-94.76355,-79.68454,-80.11252,-65.09991,-73.86834,21.585614919662476,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.4174974567650045,5.617497456765005
252,-65.65096,-74.07796,-70.44806,-93.61394,-72.80115,-81.26184,-64.12936,-67.2402,21.670436143875122,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.439877924720244,5.639877924720244
253,-66.81209,-72.3308,-70.38621,-95.52158,-73.03857,-84.91327,-62.40347,-64.9605,21.755412340164185,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.462258392675483,5.662258392675483
254,-69.53944,-70.75214,-71.56435,-103.3362,-85.1554,-84.23189,-61.92341,-67.20799,21.841407775878906,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.484638860630722,5.684638860630722
255,-72.697,-68.93201,-72.60527,-91.00264,-74.87509,-82.7451,-63.32855,-73.81949,21.926796197891235,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.507019328585961,5.707019328585961
256,-74.02119,-66.70982,-74.40647,-85.10604,-71.14377,-82.14023,-64.97341,-66.24831,22.012924909591675,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.5293997965412,5.7293997965412
257,-73.56405,-65.13877,-76.8761,-80.65459,-73.89486,-78.1295,-64.02722,-61.83891,22.098570346832275,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.551780264496439,5.751780264496439
258,-72.95542,-64.47539,-71.97114,-79.90919,-76.68119,-76.71667,-63.21275,-61.92003,22.185370206832886,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.574160732451678,5.774160732451678
259,-71.89663,-63.82407,-68.3174,-80.65059,-69.84868,-76.42026,-62.9889,-66.94761,22.27017593383789,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.596541200406917,5.796541200406917
260,-70.47672,-63.0961,-67.85255,-83.93404,-68.55409,-75.54301,-62.19447,-77.28648,22.35523533821106,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.618921668362156,5.818921668362156
261,-70.93877,-62.60602,-69.03964,-86.38929,-71.37685,-75.37248,-61.31105,-64.41702,22.438913583755493,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.641302136317395,5.841302136317395
262,-73.98133,-63.564,-71.94637,-82.66673,-76.49004,-77.64436,-63.05648,-62.7898,22.524665355682373,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.663682604272634,5.863682604272634
263,-86.18777,-65.965,-74.93646,-84.49747,-71.20441,-76.1693,-68.03983,-67.92289,22.610273838043213,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.686063072227873,5.8860630722278735
264,-87.38469,-68.19164,-72.79867,-93.12589,-70.16106,-75.99945,-63.65214,-76.48712,22.693382024765015,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.708443540183112,5.908443540183113
265,-80.64301,-69.15783,-70.56313,-91.78426,-73.52028,-78.81117,-60.03335,-67.39633,22.780381202697754,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.7308240081383515,5.930824008138352
266,-74.53444,-68.52301,-69.0182,-95.12335,-71.17999,-77.86479,-60.38799,-65.21795,22.86624526977539,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.7532044760935905,5.953204476093591
267,-73.64846,-68.41084,-67.56042,-92.84301,-67.01151,-75.91939,-64.53669,-66.94299,22.95396852493286,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.77558494404883,5.97558494404883
268,-73.17712,-68.49561,-67.02979,-84.70763,-67.20388,-74.16098,-70.27232,-72.35944,23.038984775543213,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.797965412004069,5.997965412004069
269,-70.24066,-67.39912,-67.35422,-81.68507,-70.44488,-75.43001,-64.67516,-72.59386,23.12538981437683,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.820345879959308,6.020345879959308
270,-68.60035,-65.05158,-67.96645,-80.65758,-73.02212,-79.2347,-62.3139,-69.40143,23.212421655654907,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.842726347914547,6.042726347914547
271,-68.83307,-63.67173,-68.93835,-84.03585,-70.47377,-86.52234,-64.24264,-69.66185,23.2989718914032,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.865106815869786,6.065106815869786
272,-69.56672,-64.28741,-69.70927,-86.80675,-71.49009,-87.05571,-64.56744,-68.60595,23.38286018371582,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.887487283825025,6.087487283825025
273,-67.64069,-66.0282,-69.18417,-82.80567,-80.76891,-90.87877,-61.45445,-66.8862,23.46910333633423,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.909867751780264,6.109867751780264
274,-65.02636,-66.83507,-68.27379,-83.30881,-74.48505,-81.60184,-60.64141,-69.22768,23.555298328399658,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.932248219735503,6.132248219735503
275,-63.16974,-64.76434,-68.49139,-82.32203,-70.31984,-77.41193,-62.73335,-81.72076,23.640625953674316,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.954628687690742,6.154628687690742
276,-62.9032,-62.70842,-68.73444,-83.69792,-72.02379,-74.72954,-64.94395,-70.84048,23.721045970916748,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.977009155645981,6.177009155645981
277,-62.9239,-62.22406,-68.04105,-88.56962,-78.11668,-73.1403,-64.19244,-63.45314,23.805630445480347,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,7.99938962360122,6.1993896236012205
278,-62.74073,-63.70159,-67.77624,-82.58647,-73.82208,-72.42912,-63.13259,-60.99995,23.891053199768066,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.02177009155646,6.2217700915564595
279,-62.57198,-65.42397,-68.65364,-80.32999,-70.38996,-72.02495,-62.80396,-61.89336,23.975733041763306,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.0441505595117,6.244150559511699
280,-63.70512,-66.41686,-68.99436,-88.88241,-69.70683,-71.84343,-62.25504,-66.92152,24.057904958724976,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.066531027466938,6.266531027466938
281,-65.97836,-68.29009,-68.78939,-92.1881,-71.84567,-73.59187,-61.1236,-81.36741,24.144060611724854,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.088911495422177,6.288911495422177
282,-67.41465,-74.97769,-69.98335,-86.579,-72.02805,-75.81776,-61.36713,-65.45551,24.229654550552368,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.111291963377417,6.311291963377416
283,-66.89041,-102.5266,-70.17815,-88.31941,-69.18237,-76.175,-62.41793,-64.06071,24.31564450263977,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.133672431332656,6.333672431332655
284,-66.69698,-92.21768,-69.5744,-95.91924,-70.05181,-76.19038,-61.82962,-68.24162,24.399479866027832,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.156052899287895,6.356052899287894
285,-66.85413,-85.64116,-69.37617,-89.97266,-72.66631,-77.46196,-60.97809,-81.99712,24.48326587677002,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.178433367243134,6.378433367243133
286,-65.60015,-80.63698,-69.0301,-85.24077,-70.99794,-80.58363,-61.79222,-71.11651,24.56907820701599,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.200813835198373,6.400813835198372
287,-64.09281,-79.74442,-68.57209,-86.15306,-69.60246,-80.52776,-62.46111,-66.76205,24.652852773666382,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.223194303153612,6.423194303153611
288,-62.94591,-71.393,-68.98589,-87.93958,-68.71426,-78.61243,-61.13373,-64.94643,24.735023736953735,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.245574771108851,6.44557477110885
289,-62.78645,-67.16768,-69.12745,-77.60999,-69.56329,-80.09189,-59.7684,-64.79763,24.817277431488037,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.26795523906409,6.467955239064089
290,-62.83017,-67.01837,-67.97848,-74.14301,-74.61279,-87.47951,-60.07697,-66.80934,24.900224924087524,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.290335707019329,6.490335707019328
291,-62.86362,-70.81264,-68.21468,-75.19849,-79.14527,-81.85477,-61.96843,-73.40288,24.98333191871643,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.312716174974568,6.5127161749745675
292,-63.68623,-78.58652,-71.89026,-77.50671,-75.61891,-80.38379,-62.00201,-74.26715,25.06688618659973,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.335096642929807,6.5350966429298065
293,-65.9946,-75.88712,-77.67265,-79.73087,-92.08614,-85.64191,-61.21721,-67.93005,25.150065183639526,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.357477110885046,6.557477110885046
294,-68.32661,-67.68604,-75.29431,-82.23895,-74.42224,-80.48074,-62.71279,-68.48061,25.235896348953247,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.379857578840285,6.579857578840285
295,-67.30767,-63.59206,-72.48674,-77.62078,-74.3645,-74.9325,-62.87449,-74.08111,25.320441961288452,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.402238046795524,6.602238046795524
296,-64.48553,-62.70544,-69.28797,-74.18433,-75.05356,-73.42955,-60.58733,-90.99846,25.404901266098022,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.424618514750764,6.624618514750763
297,-63.14617,-62.93555,-67.78935,-75.07247,-72.11932,-74.45583,-58.87207,-73.79816,25.489495038986206,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.446998982706003,6.646998982706002
298,-63.40782,-62.75425,-68.59975,-77.50509,-71.66027,-77.00452,-59.98814,-69.64658,25.574928283691406,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.469379450661242,6.669379450661241
299,-64.10489,-62.69122,-69.38075,-80.65249,-71.80975,-73.58798,-63.35143,-67.29948,25.657350540161133,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.49175991861648,6.69175991861648
300,-63.80515,-63.267,-67.52612,-88.80901,-72.04247,-71.27794,-61.9218,-66.03727,25.740878343582153,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.51414038657172,6.714140386571719
301,-64.02819,-64.29785,-66.51174,-100.91517,-76.22926,-71.89981,-59.08967,-67.06725,25.82343888282776,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.536520854526959,6.736520854526958
302,-65.73354,-64.88364,-68.25558,-92.73525,-79.93619,-79.78662,-60.93196,-74.51158,25.907111406326294,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.558901322482198,6.758901322482197
303,-68.38991,-65.2114,-72.91607,-90.35078,-75.67561,-82.09445,-67.58263,-71.48872,25.9935564994812,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.581281790437437,6.781281790437436
304,-71.37128,-64.93242,-72.86608,-83.1043,-81.43612,-78.93265,-61.92789,-66.03977,26.079988479614258,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.603662258392676,6.803662258392675
305,-70.67068,-63.79282,-70.47961,-83.25551,-79.21655,-78.80362,-59.8441,-65.89376,26.165586233139038,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.626042726347915,6.826042726347914
306,-68.54391,-62.24217,-68.98214,-83.7784,-73.64508,-81.27994,-62.05641,-68.41073,26.25097346305847,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.648423194303154,6.8484231943031535
307,-66.78915,-61.51735,-68.35902,-81.13129,-75.72999,-81.06497,-69.32005,-70.35889,26.337243795394897,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.670803662258393,6.870803662258393
308,-65.83241,-61.53022,-70.17568,-79.28118,-84.43752,-79.4185,-68.46468,-67.8796,26.42322015762329,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.693184130213632,6.893184130213632
309,-65.39581,-61.59076,-72.53662,-78.93614,-79.99454,-82.00545,-63.983,-67.55213,26.50832223892212,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.715564598168871,6.915564598168871
310,-65.86602,-61.68518,-72.19599,-82.71006,-75.57709,-99.76282,-63.9093,-69.69889,26.590892553329468,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.73794506612411,6.93794506612411
311,-67.13895,-62.16987,-70.98741,-92.20155,-76.90376,-82.14287,-64.21925,-69.26308,26.674387216567993,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.76032553407935,6.960325534079349
312,-68.22021,-63.87479,-70.64412,-89.71587,-81.73933,-80.36403,-62.48006,-66.56126,26.758097171783447,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.782706002034589,6.982706002034588
313,-68.72694,-65.20961,-72.66277,-90.7915,-78.44949,-80.97968,-62.44223,-66.31356,26.841880559921265,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.805086469989828,7.005086469989827
314,-68.90601,-65.68733,-75.86268,-94.04076,-76.63862,-83.70174,-66.56144,-71.91615,26.924129962921143,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.827466937945067,7.027466937945066
315,-69.56264,-66.92258,-76.24171,-86.28134,-82.74176,-80.40877,-64.96827,-75.10998,27.009941339492798,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.849847405900306,7.049847405900305
316,-70.51609,-69.72835,-74.27767,-82.07868,-78.61848,-79.31583,-60.29807,-65.99326,27.09575867652893,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.872227873855545,7.072227873855544
317,-71.03492,-68.94286,-71.62631,-81.4398,-73.37902,-81.48923,-60.42461,-65.16598,27.181575059890747,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.894608341810784,7.094608341810783
318,-69.27176,-65.4398,-70.14982,-81.63171,-73.11317,-76.6544,-65.6835,-70.20338,27.266348838806152,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.916988809766023,7.116988809766022
319,-67.39432,-62.89547,-71.59876,-82.29945,-75.33758,-75.33244,-70.94672,-90.93604,27.351657390594482,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.939369277721262,7.139369277721261
320,-66.98972,-62.06004,-72.3069,-82.44578,-84.60712,-74.56058,-61.26278,-69.96426,27.438315391540527,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.961749745676501,7.1617497456765005
321,-67.9404,-61.63753,-68.20918,-78.5159,-73.3507,-74.55873,-58.70792,-65.92154,27.526081085205078,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,8.984130213631738,7.184130213631739
322,-67.33953,-61.00611,-66.54344,-78.23429,-71.16454,-77.0603,-59.71215,-65.71576,27.60880136489868,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.006510681586978,7.206510681586978
323,-66.64375,-61.07064,-67.82494,-85.26824,-73.77374,-80.18771,-63.65417,-70.40057,27.693495988845825,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.028891149542217,7.228891149542217
324,-66.79866,-63.03792,-70.76928,-87.09983,-82.30506,-85.263,-62.40506,-74.04167,27.77711319923401,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.051271617497456,7.251271617497456
325,-67.06505,-67.25489,-71.69505,-85.54308,-76.34262,-86.80339,-60.33878,-67.33436,27.861671447753906,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.073652085452695,7.273652085452695
326,-66.07142,-71.12846,-71.55981,-85.60043,-77.7637,-85.98494,-62.3271,-69.50679,27.94593381881714,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.096032553407934,7.296032553407934
327,-64.88158,-71.07762,-70.52698,-83.42787,-94.32966,-83.56821,-65.79214,-83.51342,28.03236222267151,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.118413021363173,7.318413021363173
328,-63.8792,-69.67963,-69.82501,-84.27747,-75.30081,-90.69252,-62.71587,-71.0882,28.119319677352905,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.140793489318412,7.340793489318412
329,-63.79687,-69.57121,-70.79185,-81.43056,-70.47212,-79.61699,-60.24374,-65.98882,28.204771995544434,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.163173957273651,7.363173957273651
330,-64.54263,-69.54587,-71.53701,-80.77589,-70.15068,-74.87257,-60.67881,-64.65538,28.289175033569336,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.18555442522889,7.38555442522889
331,-65.91656,-68.73463,-69.92967,-88.3643,-75.87179,-71.99141,-63.20835,-67.33503,28.375904321670532,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.20793489318413,7.407934893184129
332,-67.68442,-68.83474,-70.05111,-93.06319,-77.70874,-73.3139,-62.79691,-84.57575,28.465001821517944,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.230315361139368,7.430315361139368
333,-69.83923,-72.45293,-74.15899,-88.52557,-72.53618,-80.25493,-62.28943,-67.03859,28.55182981491089,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.252695829094607,7.4526958290946075
334,-71.03073,-79.99111,-78.64148,-109.57448,-76.49096,-81.93651,-65.42731,-67.58459,28.635276079177856,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.275076297049846,7.4750762970498466
335,-70.10438,-74.50602,-74.2141,-84.88649,-84.11483,-77.01147,-63.32912,-77.24094,28.72287678718567,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.297456765005085,7.497456765005086
336,-67.85431,-72.98448,-71.43905,-82.10427,-73.50966,-75.62685,-59.5379,-70.25863,28.811420917510986,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.319837232960325,7.519837232960325
337,-67.01917,-74.06261,-70.7664,-80.95657,-70.74428,-77.89799,-58.90567,-66.92554,28.895874977111816,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.342217700915564,7.542217700915564
338,-67.44827,-74.91763,-71.22282,-82.62112,-72.13338,-77.47447,-61.34273,-68.14154,28.980292081832886,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.364598168870803,7.564598168870803
339,-67.70483,-74.10313,-73.10468,-88.11995,-79.26958,-74.89813,-65.5008,-75.00894,29.06639313697815,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.386978636826042,7.586978636826042
340,-67.57156,-73.62766,-73.36649,-89.98778,-83.1475,-75.78589,-64.43715,-70.22716,29.151946306228638,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.40935910478128,7.609359104781281
341,-67.7832,-74.81484,-72.92426,-85.32264,-76.15345,-79.13937,-62.35941,-66.92426,29.237669706344604,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.43173957273652,7.63173957273652
342,-68.58492,-73.40219,-73.47663,-84.49479,-75.87257,-85.95139,-61.54228,-71.75842,29.32242441177368,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.454120040691759,7.654120040691759
343,-68.00612,-69.59937,-72.90601,-82.84283,-76.83305,-84.19217,-59.68432,-76.65993,29.408235549926758,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.476500508646998,7.676500508646998
344,-65.84697,-69.44139,-71.172,-82.06095,-80.10741,-76.91365,-57.9748,-65.93592,29.49535846710205,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.498880976602237,7.698880976602237
345,-64.74926,-74.02808,-69.60958,-80.26166,-82.47425,-74.41483,-58.66417,-63.7709,29.580405235290527,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.521261444557476,7.721261444557476
346,-64.7025,-71.82442,-68.83664,-79.75739,-75.1898,-73.34579,-63.09153,-64.70935,29.66542935371399,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.543641912512715,7.743641912512715
347,-64.70253,-67.61039,-69.81431,-77.74258,-71.98211,-74.27118,-65.99168,-71.31145,29.75114631652832,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.566022380467954,7.7660223804679545
348,-64.62726,-66.69557,-73.4876,-76.16123,-74.52478,-76.74921,-59.96775,-77.9459,29.83771777153015,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.588402848423193,7.7884028484231935
349,-65.92973,-67.62133,-77.65894,-77.26698,-89.6605,-77.07613,-58.83055,-67.06695,29.92376160621643,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.610783316378432,7.810783316378433
350,-68.84319,-69.6995,-74.37235,-80.36604,-73.57493,-75.93781,-62.13105,-67.0516,30.00945520401001,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.633163784333671,7.833163784333672
351,-71.17354,-67.81702,-71.26879,-83.15069,-70.82066,-75.89728,-66.35844,-72.67453,30.09466862678528,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.65554425228891,7.855544252288911
352,-70.54374,-65.37734,-69.86585,-82.33609,-73.33547,-74.60844,-62.9334,-71.04035,30.181023359298706,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.67792472024415,7.87792472024415
353,-69.8417,-65.7038,-70.19431,-78.03889,-80.71131,-72.99568,-60.69164,-67.84774,30.267772674560547,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.700305188199389,7.900305188199389
354,-73.13911,-69.09251,-73.26061,-75.15327,-70.95132,-72.76379,-62.07049,-69.54681,30.353785753250122,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.722685656154628,7.922685656154628
355,-81.84141,-71.58372,-74.84171,-74.39592,-68.79258,-74.62091,-66.34643,-75.53723,30.437971115112305,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.745066124109867,7.945066124109867
356,-74.06225,-69.82253,-70.75417,-75.17001,-70.70521,-79.10265,-63.89759,-69.7295,30.522836923599243,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.767446592065106,7.967446592065106
357,-71.44216,-69.60154,-68.29107,-79.28045,-88.53112,-78.31989,-61.14273,-65.32696,30.60919427871704,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.789827060020345,7.989827060020345
358,-72.38403,-70.33721,-68.07874,-82.40677,-72.61009,-75.43266,-62.47085,-65.93369,30.696489095687866,0.36,915.5,8.5,13.0,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14.0,7.8,9.812207527975586,8.012207527975585
